sample_idx,mode,Nq,level,bpf,metric,value
9,CBR,4,,50,ESTOI,0.7607070803642273
9,CBR,4,,50,ViSQOL-speech,3.85455873065179
9,CBR,4,,50,NISQA_overall_MOS,4.65004301071167
9,CBR,5,,60,SI-SDR,7.974731922149658
9,CBR,5,,60,PESQ,1.96916663646698
9,CBR,5,,60,STOI,0.8981041312217712
9,CBR,5,,60,ESTOI,0.7665032148361206
9,CBR,5,,60,ViSQOL-speech,3.868814176561704
9,CBR,5,,60,NISQA_overall_MOS,4.660793781280518
9,CBR,6,,70,SI-SDR,8.421266555786133
9,CBR,6,,70,PESQ,1.974503517150879
9,CBR,6,,70,STOI,0.9009369015693665
9,CBR,6,,70,ESTOI,0.7736662030220032
9,CBR,6,,70,ViSQOL-speech,3.890122582695701
9,CBR,6,,70,NISQA_overall_MOS,4.594020843505859
9,CBR,7,,80,SI-SDR,8.739484786987305
9,CBR,7,,80,PESQ,2.008052349090576
9,CBR,7,,80,STOI,0.9027827382087708
9,CBR,7,,80,ESTOI,0.7742069363594055
9,CBR,7,,80,ViSQOL-speech,3.9436072136334186
9,CBR,7,,80,NISQA_overall_MOS,4.614777565002441
10,CBR,0,,10,SI-SDR,1.3596107959747314
10,CBR,0,,10,PESQ,1.483689308166504
10,CBR,0,,10,STOI,0.8214083909988403
10,CBR,0,,10,ESTOI,0.6771208643913269
10,CBR,0,,10,ViSQOL-speech,3.6026908116950067
10,CBR,0,,10,NISQA_overall_MOS,4.459478855133057
10,CBR,1,,20,SI-SDR,5.219536304473877
10,CBR,1,,20,PESQ,1.8464100360870361
10,CBR,1,,20,STOI,0.8679727911949158
10,CBR,1,,20,ESTOI,0.7499775886535645
10,CBR,1,,20,ViSQOL-speech,3.895695256964404
10,CBR,1,,20,NISQA_overall_MOS,4.445437908172607
10,CBR,2,,30,SI-SDR,7.169308662414551
10,CBR,2,,30,PESQ,1.9584996700286865
10,CBR,2,,30,STOI,0.8822788596153259
10,CBR,2,,30,ESTOI,0.7713383436203003
10,CBR,2,,30,ViSQOL-speech,4.031249332222113
10,CBR,2,,30,NISQA_overall_MOS,4.741511821746826
10,CBR,3,,40,SI-SDR,8.220271110534668
10,CBR,3,,40,PESQ,1.9999425411224365
10,CBR,3,,40,STOI,0.889286458492279
10,CBR,3,,40,ESTOI,0.7837927341461182
10,CBR,3,,40,ViSQOL-speech,4.095182276207956
10,CBR,3,,40,NISQA_overall_MOS,4.673616409301758
10,CBR,4,,50,SI-SDR,8.904814720153809
10,CBR,4,,50,PESQ,2.1563515663146973
10,CBR,4,,50,STOI,0.8938131928443909
10,CBR,4,,50,ESTOI,0.7929746508598328
10,CBR,4,,50,ViSQOL-speech,4.13387619531263
10,CBR,4,,50,NISQA_overall_MOS,4.6977458000183105
10,CBR,5,,60,SI-SDR,9.461709976196289
10,CBR,5,,60,PESQ,2.1804850101470947
10,CBR,5,,60,STOI,0.8984676003456116
10,CBR,5,,60,ESTOI,0.7990966439247131
